news,fakeness
WATCH: CP @RahulGandhi in conversation with our changemakers in Pune.  #RahulGandhiStudentsInteraction https://t.co/WpDME1pANO,1
"Congress President @RahulGandhi will be in Maharashtra today for a students?interaction in Pune, which will begin s? https://t.co/Dur4MiAh71",1
"RT @INCSandesh: INC COMMUNIQUE

Press release by @rssurjewala, I/C, AICC Communications, on Modi government's apathy for public sector unit?",1
RT @ahmedpatel: All the money used to waive off loans for selected corporates &amp; the extravagant expenditure for the Prime Minister?s public?,1
Such unintelligent remarks prove how powerful our manifesto is and how desperate the BJP is to change the narrative. https://t.co/C735jRONBa,1
"Why is BJP creating a furore over our manifesto promising to remove immunity under AFSPA for disappearance, sexual? https://t.co/iJTtflS8nf",1
RT @PChidambaram_IN: I have already said in press conference and various interviews: there will be no increase in the tax burden of the mid?,1
RT @sampitroda: I am pained by the selective editing of my views on funding the historic NYAY scheme. My friend and Manifesto Committee Cha?,1
"RT @RahulGandhi: I am overwhelmed by the love and affection of the people of Wayanad in Kerala, where I filed my nomination today for the L?",1
"The streets of Wayanad, Kerala are filled with cheers for Congress President @RahulGandhi. The deafening sound is a? https://t.co/tLkWVYXb6o",1
"RT @INCSandesh: INC COMMUNIQUE

Announcement of @OfficeOfKNath as the candidate for the ensuing bye-election to the Legislative Assembly of?",1
68-year-old Elsy Amma - one of the victims of the Kerala floods - had a special meeting with CP @RahulGandhi &amp; Smt? https://t.co/0hVRJs2Ipv,1
"What an incredible day in Wayanad, Kerala as Congress President @RahulGandhi files his nomination. Thousands gather? https://t.co/kbEU2Sg1Yi",1
"RT @priyankagandhi: My brother, my truest friend, and by far the most courageous man I know. Take care of him Wayanad, he wont let you down?",1
"Thousands of people have gathered around Wayanad, Kerala for Congress President @RahulGandhi's road show after he f? https://t.co/uzjy3HMYbX",1
"Congress President @RahulGandhi files his nomination in Wayanad, Kerala, for the 2019 Lok Sabha elections.? https://t.co/ZsUmHW5lMJ",1
"Huge crowds wait outside the District Collectorate's Office in Wayanad, Kerala, for Congress President @RahulGandhi? https://t.co/eaQXDRWkeI",1
The narrow lanes of Wayanad are packed to the brim with excited onlookers waiting in anticipation for Congress Pres? https://t.co/KfrU0X6dVp,1
"RT @INCSandesh: INC COMMUNIQUE

Announcement of Congress candidate for bye-election to the Legislative Assembly of Gujarat from Unjha Const?",1
Congress Central Election Committee announces two more candidates for the ensuing elections to the Lok Sabha https://t.co/KoY8YH1csB,1
"RT @INCSandesh: INC COMMUNIQUE

Announcement of Congress candidates for the ensuing bye-elections to the Legislative Assembly of Gujarat. h?",1
Congress President @RahulGandhi is received by a huge crowd of well wishers as he arrives in Calicut to file his no? https://t.co/dfwjEm0XbV,1
RT @RahulGandhi: Months of solid work rewarded by an overwhelming response. I?m so proud our people?s manifesto accurately reflects the voi?,1
The BJP continues to field criminals &amp; conspirators as representatives of the people. We demand the cancellation of? https://t.co/kzVo7KOlGp,1
"Is Modi resorting to buying votes now, since threat &amp; intimidation aren't going to work anymore? 

#CashForVotesModi https://t.co/ngTesLJjoe",1
Congress Central Election Committee announces the candidates for the ensuing elections to the Lok Sabha constituenc? https://t.co/tHKjzaeROc,1
"Read Congress President @RahulGandhi's blog on the Party's 2019 Manifesto. He outlines the key promises, identifies? https://t.co/WKw4WfKPJR",1
.@BSNLCorporate adds to the list of lakhs of people that have lost their jobs from the public sector under the pres? https://t.co/iQlFq4yZEz,1
"20% of poor families in India earn less than ?12,000 or month. Under NYAY scheme, we will deposit ?72,000 annually? https://t.co/yJXcGSvyqN",1
Congress Central Election Committee announces the candidate for the ensuing elections to the Lok Sabha constituency? https://t.co/KAtUl5KrPR,1
"RT @RahulGandhi: Our Ex-Servicemen are India?s pride &amp; must be given the respect they deserve. 

We will allow qualified Ex-Servicemen late?",1
"We will ensure our cities are empowered through directly elected Mayors, to ensure accountability.
#HumNibhayenge https://t.co/dyvIju5lBZ",1
"We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour.? https://t.co/P7n9GCSKPn",1
"Through the Nyuntam Aay Yojana we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families,? https://t.co/zfR6aZlHR2",1
RT @INCIndiaLive: LIVE: Press briefing by @DrAMSinghvi and @shaktisinhgohil. https://t.co/2gFJHJY7hs,1
"LIVE: Congress President @RahulGandhi addresses public meeting in Golaghat, Assam #AssamWelcomesRahulGandhi https://t.co/zzHqE0b1yQ",1
RT @INCArunachal: Cheat &amp; deceit are synonymous with BJP. Rs 1.8crores of cash recovered from CM &amp; the BJP president's convoy is clearly 'c?,1
Congress Central Election Committee announces the next list of candidates for the ensuing elections to the Lok Sabh? https://t.co/oolo0mFOfT,1
"RT @INCNagaland: Huge crowd at the Rally of Congress President, Shri. @RahulGandhi.
#NagalandWelcomesRahulGandhi https://t.co/d3NBNzFZ9k",1
"RT @INCIndiaLive: LIVE: Press briefing by @rssurjewala, I/C, AICC Communications. https://t.co/1iRgV3ifX3",1
"RT @INCSandesh: INC COMMUNIQUE

Announcement of Congress candidates for the ensuing elections to the Legislative Assembly of Odisha. https:?",1
"RT @INCSandesh: INC COMMUNIQUE

Press release by @rssurjewala, I/C, AICC Communications, on cash for vote scandal in Arunachal. https://t.c?",1
Congress Central Election Committee announces the next list of candidates for the ensuing elections to the Lok Sabha https://t.co/BdHq3M7UT9,1
"RT @RahulGandhi: Today we released #CongressManifesto2019, through which resonates the voice of thousands of Indians we spoke to, as a part?",1
"172 consultations across India, the voices of millions heard and now the pledge of the Congress Party. This is our? https://t.co/4nIhYfLqzf",1
RT @ProfCong: Congress President @RahulGandhi has a message for professionals. Check out his @LinkedIn article that describes our freedom a?,1
We will reverse the trend of declining defence expenditure by raising it to 3% of GDP. We will rapidly modernise de? https://t.co/GWMHYQJuNu,1
"Our paramilitary forces sacrifice their lives on a daily basis for us, to honour their duty, we promise to give Sha? https://t.co/zOoQggEc5p",1
"We promise to prioritise citizens? privacy and bring a new law to protect it at all costs. 

#CongressManifesto2019 https://t.co/BFIAXmT8o9",1
We will not allow for the misuse of Aadhaar and restore it to its original purpose according to the Aadhar Act - fa? https://t.co/YvvysIK1ic,1
"We promise to to give you the India you knew, where you had the right to express yourself without fear or abuse.? https://t.co/ycENxsnKbY",1
Your Freedom is your Right. We promise to uphold your rights &amp; ensure you have the freedom to be the person YOU cho? https://t.co/fLLA34vr6E,1
"We will uphold our promise to grant full statehood to Puducherry. 

#CongressManifesto2019 https://t.co/tu7jjPLIVQ",1
We promise to bring back Special Status to North Eastern States &amp; we ensure the Citizenship Amendment Bill will not? https://t.co/LQ9e4257oD,1
We will uphold the promise Former PM Dr. Manmohan Singh had made to the people of Andhra Pradesh by giving Special? https://t.co/qmsDl0HfGK,1
"Justice, Freedom, Progress, Security, Dignity &amp; Unity - this is the idea of India, this is the idea of Congress.? https://t.co/lkWeZxdkn2",1
We're experiencing heavy traffic on our Manifesto website right now - we'll be back up soon.,1
The Congress Party is proud to announce we have launched our 2019 Manifesto for the ensuing Lok Sabha elections. Fi? https://t.co/NQhYtYB3HX,1
LIVE: Congress President @RahulGandhi launches 2019 Manifesto. #CongressManifesto2019 https://t.co/th35WGsl63,1
Congress Central Election Committee announces the next list of candidates to the ensuing elections to the Lok Sabha https://t.co/s16P3hdZ0n,1
"RT @INCSandesh: INC COMMUNIQUE

Press statement by @kcvenugopalmp, GS(Org), AICC, on the divisive statement of PM @narendramodi. https://t.?",1
"RT @INCSandesh: INC COMMUNIQUE 

Memorandum submitted to Election Commission of India against @narendramodi using government-owned news cha?",1
"RT @INCSandesh: INC COMMUNIQUE 

Memorandum submitted to Election Commission of India against??Namo TV? for illegal telecasting of BJP Prop?",1
"RT @INCSandesh: INC COMMUNIQUE 

Memorandum submitted to Election Commission of India on removal of tainted election officers in Jharkhand.?",1
"RT @INCSandesh: INC COMMUNIQUE

Press release by @rssurjewala, I/C, AICC Communications, on @narendramodi's violation of Section 123 of Rep?",1
"Don?t be fooled by what @BJP4India shows you. This is the reality of Modi's 'new India'. 

#ModiMatBanao https://t.co/a71inBoXXA",1
"RT @INCIndiaLive: LIVE: Press briefing by @rssurjewala, I/C, AICC Communications. https://t.co/zfsf62LJI2",1
"RT @RahulGandhi: Real smart cities are built by good leaders. 

To improve quality of life in our cities we will move to directly elected M?",1
RT @INCMaharashtra: Just in case you've missed it on TV: PM Modi's first 2019 election rally in Maharashtra is just a reflection of his own?,1
"This is to clarify no official pages run by INC have been taken down. Additionally, all pages run by our verified v? https://t.co/VeDPB7ZAV0",1
"LIVE: CP @RahulGandhi addresses public meeting in Huzurnagar, Telangana. #TelanganaProgressWithCongress https://t.co/6C9ihEpx1j",1
"#GabbarSinghTax destroyed MSMEs, but Telangana CM supports it. His remote control is in Narendra Modi's hands: CP? https://t.co/GRCAXuRUt0",1
"When you were fighting for Neelu (water), Nidhulu (funds) and Niyamakalu (jobs) during the formation of Telangana,? https://t.co/XbRoTf1Y1I",1
There is a partnership between Telangana CM and Narendra Modi. He doesn't speak about #RafaleScam. Do not forget th? https://t.co/Er4LMCXjNH,1
Demonetisation was neither a fight against black money nor against corruption. It was @narendramodi's method to ste? https://t.co/G8h257vas5,1
Narendra Modi does only 2 things as Prime Minister- serves a handful of rich businessmen and spreads hatred in the? https://t.co/j4bJVtX6vx,1
"LIVE: CP @RahulGandhi addresses public meeting in Wanaparthy, Telangana. #TelanganaProgressWithCongress https://t.co/eTn5ysojYv",1
"LIVE: CP @RahulGandhi addresses public meeting in Zaheerabad, Telangana. #TelanganaProgressWithCongress https://t.co/eHqAVdSdtM",1
Congress President @RahulGandhi will be addressing three public meetings in Telangana today. Watch him live on our? https://t.co/uJ4v6RrKNV,1
"They really have put in a lot of thought. Take a closer look. 
#ModiMatBanao https://t.co/FvtiE8jEd2",1
"BREAKING: 

@BJP4India has launched its Manifesto. 

Read it here: https://t.co/NlyZocYPlg

#ModiMatBanao",1
"Black money is still missing, Nirav Modi has still not been brought to justice &amp; the youth are still looking for jo? https://t.co/jwZN85pesW",1
"RT @RahulGandhi: Today, there are 22 Lakh job vacancies in Government. 

We will have these vacancies filled by 31st March, 2020. 

Devolut?",1
"Modi govt announced 'Make in India', 'Start up India' but the reality is today, unemployment is highest in 45 years? https://t.co/ad0ChDM0iE",1
#GabbarSinghTax has attacked small businesses through 5 different taxes. On one hand fuel prices are rising and on? https://t.co/iyWzlQBCKa,1
"For 6 months we have been planning for a new scheme. If Narendra Modi can give money to the rich, then through NYAY? https://t.co/oD8uZurZnx",1
Congress Central Election Committee announces two more candidates for the ensuing elections to the Lok Sabha https://t.co/7yHB7nM4Eo,1
"LIVE: Congress President @RahulGandhi addresses public meeting in Nelamangala, Karnataka. #MaithriForKarnataka https://t.co/lPa4sHSGvN",1
"Over the last 5 years, Dalits, minorities and tribals have suffered a lot. Scholarship are snatched away from them? https://t.co/E6LOmhyjwg",1
"If you are a young entrepreneur, who wants to start a business and employ others, no permission is required for 3 y? https://t.co/1ND08lZHal",1
We have come up with a revolutionary idea that has not been done any country in the world. It will wipe out poverty? https://t.co/9qZGZZ55Ng,1
"For the last 5 years, Narendra Modi has worked only for his 15 friends. He waived ?3,50,000Cr of those rich industr? https://t.co/dwv1LL8tNA",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Anantapur, Andhra Pradesh. #RahulBharosaSabha https://t.co/Q36nr0gJsK",1
Lt. General (Retd.) D S Hooda presents his comprehensive report on National Security to Congress President? https://t.co/J95yG1xxcl,1
Lt. General (Retd.) D S Hooda has prepared a comprehensive report on India's National Security that he presented to? https://t.co/8s2J6x0ZC0,1
"RT @RahulGandhi: Lt. General (Retd.) D S Hooda &amp; his team have put together a comprehensive report on India's National Security, that he pr?",1
"RT @INCSandesh: INC COMMUNIQUE

Appointment of Chairman and Vice Chairman for OBC Department, AICC. https://t.co/1ZhEdXPgWr",1
"RT @INCSandesh: INC COMMUNIQUE

Appointment of various committees for Daman &amp; Diu Terrirorial Congress Committee. @INCDamanAndDiu https://t?",1
The first that I'll do when Congress comes to power is provide Special Status to Andhra Pradesh. What belongs to yo? https://t.co/6JOmaKeQMb,1
"We will make sure that young entrepreneurs can start their business easily. Today, one needs to go to several govt? https://t.co/E5VRY3UUaV",1
NYAY is a simple idea. We will identify the 20% poorest people of India whose income is less than ?12000 per month? https://t.co/waBKsByMEa,1
"We introduced Land Acquisition Bill to protect the lands of farmers, tribals and Dalits. With all these policies we? https://t.co/jfbRZI2pbF",1
Mr. Modi has been Prime Minister for 5 years and he has not fulfilled this commitment. I'm surprised that parties i? https://t.co/AoqG5agxSt,1
"LIVE: Congress President @RahulGandhi addresses public meeting in Vijayawada, Andhra Pradesh. #RahulBharosaSabha https://t.co/dz41HuoD0F",1
"Congress President @RahulGandhi arrives to a warm welcome in Vijayawada Airport, Andhra Pradesh. https://t.co/9Bt6AqjX0s",1
Congress President @RahulGandhi will be addressing a public rally from Andhra Pradesh shortly. Stay tuned to our so? https://t.co/lQyE9yjTza,1
"In addition to Amethi, UP, Congress President @RahulGandhi will also be contesting from Wayanad, Kerala, for the Lok Sabha 2019 elections.",1
"RT @INCIndiaLive: LIVE: Press briefing by @rssurjewala, I/C, AICC Communications. https://t.co/3PCTk9EgLU",1
#EkHiChowkidarChorHai - can you spot which one? https://t.co/24TA7LTGGC,1
#EkHiChowkidarChorHai - the one that leads to the loot. https://t.co/4nQcQGVbDc,1
"As our #NYAYForIndia logo contest closes today, we want to thank you all for participating &amp; contributing to this h? https://t.co/K8uof0eZxF",1
"No more taxing Angels. 

#RahulForYoungIndia https://t.co/aqgD0wVeeT",1
"Create businesses, create jobs - you get rewarded. 

#RahulForYoungIndia https://t.co/hDMXqpqJso",1
"No more red-tape, if you have an idea, just do it! 

#RahulForYoungIndia https://t.co/3yzmU9geyF",1
"An open &amp; accessible banking sector for all businesses - Small, Medium &amp; Large. 

#RahulForYoungIndia https://t.co/D6pDvZ8KVn",1
Watch PM Shri @narendramodi's interview to ABP News. https://t.co/k1itA0ockx,1
"In Assam, we implemented NRC and identified the infiltrators. The Congress party allowed them to enter India since? https://t.co/c0Swwoxz55",1
"When we carried out air strikes, the entire country was happy &amp; celebrated. However, only Pakistan &amp; Congress were? https://t.co/OHsXs07p5k",1
RT @arunjaitley: Alphabet ?Q? appeared in Martin Ardbo?s diary in the Bofors Case with a comment that ?Q? must be protected at all cost. It?,1
"RT @arunjaitley: The Right to Silence is available to an accused, not to a Prime Ministerial aspirant.",1
"RT @arunjaitley: How come every time there is a controversial defence deal and evidence is collected, names close to the Congress Party?s f?",1
"RT @arunjaitley: Arguments of probity in the public space demand more answers. ?Are ?RG?, ?AP? and ?FAM? fictional characters or were they?",1
RT @arunjaitley: There is an erroneous belief among Indian politicians that a?diary is never admissible as evidence. A diary constitutes an?,1
RT @arunjaitley: Rahul Gandhi talks on several subjects without even having?a nodding acquaintance with it. He makes wild and unsubstantiat?,1
"RT @arunjaitley: Who are ?RG?, ?AP? and ?FAM??   https://t.co/ynEJAlaiHP",1
When no reply is given to such serious allegations then the country is entitles to presume that no reply can be giv? https://t.co/UsSCQJltI3,1
The right to silence is given to the accused and not to a Prime Ministerial aspirant in our country: Shri @arunjaitley,1
Deferred LIVE: Shri @arunjaitley is addressing a press conference at BJP HQ. https://t.co/Ps5GdqJDuT,1
"When we carried out air strikes across the border, the entire country was happy and celebrated. 

However, only Pak? https://t.co/AuuP95qUlj",1
"We have set up a committee to implement Clause 6 of Assam Accord. As soon as the report comes, it will be implement? https://t.co/ONCjDZytxx",1
"In Assam, we implemented NRC and identified the infiltrators. Once we form the govt in the centre again, we will re? https://t.co/5T8HAEawMe",1
The chants of Modi-Modi across the country shows that Modi ji is going to win this time with bigger mandate than 20? https://t.co/eaLfNxZew3,1
"Shri @AmitShah addresses public meeting in Morigaon, Assam. #ModiLaoDeshBanao https://t.co/7ARQaAKDxw",1
"PM Modi addresses public meeting in Dehradun, Uttarakhand. #ModiLaoDeshBanao https://t.co/RRhiEgXh31",1
"In last 2 years, unprecedented pace has been given to rail connectivity in Arunachal Pradesh. Besides starting two? https://t.co/m7XJSlY5ze",1
"Arunachal Pradesh has a difficult terrain &amp; it's hard to provide cooking gas. However, Modi govt has distributed 39? https://t.co/Kwq2R02vMw",1
"Modi govt gave Rs 50,000 crore for the development of roadways of Arunachal Pradesh.

Besides building few bridges,? https://t.co/135BFFlupX",1
"PM Modi addresses Public Meeting at Saharanpur, Uttar Pradesh. #ModiLaoDeshBanao https://t.co/tj7St7t5Yo",1
"When players win medal in other countries, they are given Rs 15 lakh instead of Rs 8 lakh: Shri @AmitShah? https://t.co/1Yhr4ksb0z",1
300 km highway has been built in Manipur. Five helipads have been built under the Udan scheme to travel across Mani? https://t.co/QAYLuP50zp,1
This is a land of players and Mary brought laurels to the country. NDA govt is building India's first National spor? https://t.co/4LnEbDDioP,1
"During Congress, there were frequent bandhs and one lasted for 160 days. It led to escalation in the price of essen? https://t.co/3I5cqTSzwI",1
"Biren Singh ji served in BSF and can be called a true Chowkidaa: Shri @AmitShah in Thoubal, Manipur.? https://t.co/aFWKOONF30",1
"LIVE: Shri @AmitShah addresses public meeting in Thoubal, Manipur. #ModiLaoDeshBanao https://t.co/YuEbjp007k",1
"PM Modi addresses public meeting at Amroha, Uttar Pradesh. #ModiLaoDeshBanao https://t.co/xbYZtynepD",1
Arunachal Pradesh earned Rs 927 crore revenue and the credit goes to Prema Khandu ji. It's going to make this state? https://t.co/xEhBW5zT5D,1
It's for the first time that BJP fighting on all the seats of state assembly of Arunachal Pradesh. Our winning stre? https://t.co/FxJyAxHgmc,1
"All parts of northeast are now connected with airways and railways.

The govt gave Rs 50,000 crore for the developm? https://t.co/oiLL7LJV6h",1
Modi ji instructed his ministers to visit northeast every fortnight. It was done to pay attention to the issues and? https://t.co/mmJEHW93Af,1
"Morarji Desai was the last PM who attended meeting of NEC in the northeast. After 40 years, PM Modi attended the me? https://t.co/rzjR2g88Cm",1
"Five years ago, northeast was disturbed and there was hardly any development. After five years, BJP brought peace i? https://t.co/RVC0mnLkCz",1
"Shri @AmitShah addresses public meeting in Changlang, Arunachal Pradesh. #ModiLaoDeshBanao https://t.co/rK05rf64zh",1
Electricity has reached every house in Jammu and Kashmir; we have been successful in building toilets in every house: PM Modi #PMModiOnABP,1
LIVE: PM Shri @narendramodi's interview to ABP News. #PMModiOnABP https://t.co/pQt9V2eJDQ,1
"To bolster Indian Navy's anti-submarine warfare capabilities, Modi government had issued ""letter of request"" to the? https://t.co/peNjymKgg2",1
"BJP National President Shri @AmitShah will address public meetings in Arunachal Pradesh, Manipur and Assam on 5th A? https://t.co/mREJVk22Cx",1
RT @AmitShah: From the roadshow in Visakhapatnam (Andhra Pradesh). https://t.co/ToVACTjy8l,1
"In the last five years, Modi govt has given around Rs 5.56 lakh crore in total to Andhra Pradesh for its developmen? https://t.co/OoCStL9cuv",1
"RT @girirajsinghbjp: With NaMo be part of the change. 

March towards a better India with exclusive NaMo Merchandise 

Shop now on https://?",1
"RT @KalrajMishra: Small contribution to the @BJP4India fund, you can also do it through @NamoApp.
#PhirEkBaarModiSarkar https://t.co/q1BhZ5?",1
"RT @SuPriyoBabul: Symbolic of your unwavering faith on NaMo government, is the NaMo merchandise. Be a part of the change, be a part of New?",1
"RT @Ra_THORe: Be the change you want to see. Show your support for NaMo, for a better India through exclusive merchandise.

Shop today on h?",1
"RT @TawdeVinod: The BJP is the foundaing cornerstone of my life. As a proud karyakarta, I have donated ?1,000 to the party through the NaMo?",1
"RT @smritiirani: As a proud karyakarta, I have donated ?1,000 to @BJP4India through the NaMo app. Your small contribution will go a long wa?",1
"RT @KirenRijiju: As a proud BJP karyakarta, I have donated ?1,000 to the party through the NaMo app. I would like urge all our Karyakartas?",1
"RT @jayantsinha: #MainBhiChowkidar

130 crore Indians are standing up to be Chowkidars of the country.

Spread the movement further with ex?",1
"RT @ShainaNC: As a BJP karyakarta, I have donated ?1,000 to the party thru NaMo app. I would like urge all to follow by joining the initiat?",1
"RT @RadhamohanBJP: Unite and be a part of the change with exclusive @namomerchandise .

Shop now on https://t.co/qoNZSHoK5B  or on the 
NaM?",1
RT @JPNadda: Now getting @namomerchandise is more easier! Keep a lookout for these #NamoMerchandise trucks in your locality &amp; buy Namo Merc?,1
"RT @PrakashJavdekar: As a proud BJP karyakarta, I have donated ?1,000 to the party through the NaMo app. I urge all our Karyakartas to foll?",1
"LIVE: Shri @AmitShah's roadshow in Visakhapatnam, Andhra Pradesh. @BJP4Andhra https://t.co/0lWzWD51Yq",1
"C Naidu is an opportunist. In 1983, he left Congress &amp; joined great NTR.

In 1989, he backstabbed NTR &amp; became CM.? https://t.co/cqsm2U80sM",1
"The Congress party formed Andhra Reorganization Act that did injustice with Andhra Pradesh.

This Act had 14 main p? https://t.co/vQ0iWjGoYM",1
What Flip-Flop? The draftsman of the 1988 Defamation Bill suggested a punishment of 2 years for the first offence o? https://t.co/GIHweaBK1p,1
"Take away the sanction provisions, this number will multiply ten times. Officers of the Armed Forces will only be f? https://t.co/yiO0tZHoxL",1
"There are 1799 applications filed for prosecution of security officials under AFSPA, when terrorists are killed or? https://t.co/sgomNS109P",1
"A former Home Minister must know that AFSPA was withdrawn in Meghalaya, Tripura and partly in Arunachal by bringing? https://t.co/c6KTqfcSwe",1
"In five years, Modi govt has given around Rs 5.56 lakh crore to Andhra Pradesh for its development: Shri @AmitShah",1
"More than Rs 7,000 crore has been provided but Polavaram project isn't progressing. Andhra Pradesh isn't going to b? https://t.co/KPSbZdsd0f",1
"There is no place for Chandrababu Naidu in the NDA, in case, he wants to join NDA after the elections: Shri @AmitShah",1
He joined NDA under Atal ji's tenure and left NDA as soon as NDA went out of Power. As soon as he realised Modi ji? https://t.co/rYgpD64OHC,1
"The work of IIT, IISER has been completed. The work for Central University has been sanctioned. The work of  IIM, t? https://t.co/z47Wpah6Ni",1
"In the last five years, the govt has given 20 big institutions and 11 new educational institution to Andhra Pradesh? https://t.co/jzux5mY9st",1
"On the one hand, we have Modi ji and on the other hand we have mahagathbandhan that neither has a policy and nor a? https://t.co/LUN9xnrhNy",1
"LIVE: Shri @AmitShah addresses public meeting in Guntur, Andhra Pradesh. https://t.co/9OBQAQnL6t",1
"RT @arunjaitley: Congress manifesto contains suggestions on media, each one of which, will regulate, restrict free journalism &amp; otherwise m?",1
"RT @arunjaitley: The concept of cross media holding stands demolished with the advent of technology, How is public interest advanced that i?",1
RT @arunjaitley: The legislation proposed by the Congress in its 2019 manifesto to curb media freedom is ill advised as no restriction in A?,1
RT @arunjaitley: It may be mentioned that the gentleman who drafted the manifesto is the same who had drafted the ill-fated Defamation Bill?,1
"RT @arunjaitley: It must be borne in mind that Indiraji, during the Emergency, had revoked the Press Council Act and abolished the Press Co?",1
"RT @arunjaitley: The latest being the Congress manifesto 2019 which plans to destroy Institutions 
&amp; help Terrorists. It promises legislati?",1
RT @arunjaitley: Curtailing press freedom has been tradition of Nehru-Gandhi family. Indiraji?s passionate dislike for free media was well-?,1
RT @arunjaitley: Congress Manifesto 2019 ? A Freedom to Destroy Institutions and Help Terrorists https://t.co/87fG6QtOjR,1
"Yet another feather in PM Shri @narendramodi's cap.

In appreciation of his role in consolidating the long-standing? https://t.co/GZt7Yg3zuM",1
Rahul Gandhi's lies fly higher than the Rafale... https://t.co/DP2iBDJltq,1
Stay tuned in to NaMo TV to watch all programs of BJP National President Shri @AmitShah live. https://t.co/nOgYXoMVey,1
RT @arunjaitley: Rahul Gandhi and His ?Sweetheart Deals? with Fly-by-Night Operators      https://t.co/RrIPJ8Ysuy,1
Deferred live: Press Conference by Shri @ArunJaitley https://t.co/7jYDdI0RzR,1
"Schedule of BJP National President Shri @AmitShah's public programs in Telangana and Andhra Pradesh. 

Watch LIVE a? https://t.co/4PYGRwVb9r",1
"RT @narendramodi: Began the day with a rally in Arunachal Pradesh and the final rally was in Gondia in Maharashtra.

My travels across the?",1
"Congress always made false promises with farmers to get their votes.

But Modi government has provided income suppo? https://t.co/BNVZL0yZna",1
"RT @AmitShah: Prime Minister @narendramodi?s popularity cuts across age, caste and class.

Sharing a beautiful picture from my rally in Udh?",1
"In 2009, Congress promised to connect all villages to a broadband network in 3 years but until 2014 only 59 gram pa? https://t.co/WDIwG90yjZ",1
"Congress party kept saying that they will introduce GST but nothing happened.

Modi government made 'One Nation One? https://t.co/y2hD9MMEAw",1
"In 2004 and 2009, Congress promised for the modernization of our Armed Forces and they did nothing. 

However, the? https://t.co/Xu8zaLH4yN",1
The Central Election Committee of the Bharatiya Janata Party has released the sixteenth list of candidates for the? https://t.co/6p86itv7xH,1
"RT @narendramodi: These pictures from Siliguri will give sleepless nights to the TMC! The ground beneath their feet stands shaken, their su?",1
RT @Gujarat15: .@shaktisinhgohil request @NH_India to do a piece on @digvijaya_28.,1
"RT @Gujarat15: .@arvindkejriwal Sir, what do you have to say about this? Is this true? https://t.co/xjvugM0vUK",1
RT @Gujarat15: .@ArvindKejriwal Robert Vadra mentioned about your strange obsession with him. What do you have to say about that? https://t?,1
